Date,US_dollar,Euro,Japanese_yen,Vietnamese_dong,Korean_won
7/30/1990,367.3,267.7,"54,413.00","1,652,401.40","261,590.40"
7/31/1990,372.3,267.8,"54,393.80","1,660,937.80","264,292.90"
8/1/1990,370.7,267.3,"54,548.50","1,658,034.30","263,830.80"
8/2/1990,380.7,275.1,"56,899.30","1,707,595.00","272,360.20"
8/3/1990,379,273.4,"56,809.20","1,692,649.30","269,578.60"
8/6/1990,382.3,273.1,"57,158.90","1,723,800.90","270,637.30"
8/7/1990,383.3,274.5,"57,411.00","1,723,706.80","273,041.40"
8/8/1990,384.8,277.8,"57,733.20","1,741,119.10","275,732.60"
8/9/1990,383.6,276.4,"57,427.30","1,730,349.10","273,980.90"
8/10/1990,389.4,280.7,"58,282.80","1,757,694.80","278,316.00"
8/13/1990,404.3,288.9,"60,784.50","1,820,797.80","287,983.10"
8/14/1990,411.5,292.7,"61,502.30","1,843,927.90","293,684.30"
8/15/1990,398.4,282.2,"58,696.20","1,778,651.10","283,287.60"
8/16/1990,402.6,285.5,"59,732.80","1,798,821.60","288,471.80"
8/17/1990,410.6,288.9,"60,574.20","1,814,500.20","292,766.50"
8/20/1990,407.8,288.8,"59,835.30","1,832,009.80","292,863.50"
8/21/1990,413.8,293.1,"60,552.10","1,857,255.00","295,144.60"
8/22/1990,408.8,289.8,"59,574.10","1,828,882.00","290,243.40"
8/23/1990,412.4,291.1,"60,438.80","1,822,991.50","291,067.90"
8/24/1990,410.3,290.9,"60,105.70","1,819,303.00","295,118.70"
8/27/1990,410.3,290.9,"60,105.70","1,819,303.00","295,118.70"
8/28/1990,388.3,273.8,"55,656.50","1,719,321.70","276,393.90"
8/29/1990,384.3,272.1,"55,182.00","1,703,140.30","274,839.00"
8/30/1990,389.8,277.7,"56,207.10","1,748,857.70","281,841.50"
8/31/1990,387.8,278,"55,780.70","1,767,463.90","280,291.50"
9/3/1990,386.8,279,"55,493.40","1,740,841.20","278,375.60"
9/4/1990,381.4,275.2,"54,761.50","1,713,099.40","271,440.10"
9/5/1990,383.3,273.3,"54,267.60","1,700,805.80","271,267.50"
9/6/1990,387.5,275.5,"54,617.50","1,711,771.60","276,625.50"
9/7/1990,384.6,274.5,"53,848.10","1,711,515.20","278,030.50"
9/10/1990,384.5,277.2,"53,509.20","1,739,566.70","283,495.30"
9/11/1990,378.5,274.6,"52,938.90","1,719,363.20","272,254.20"
9/12/1990,382.1,276.6,"52,396.60","1,715,006.70","271,079.70"
9/13/1990,382.2,274.6,"52,442.40","1,709,844.60","269,973.80"
9/14/1990,386.2,275.2,"52,751.50","1,709,972.70","273,895.80"
9/17/1990,389.4,277,"53,304.60","1,756,443.30","278,616.30"
9/18/1990,386,272.9,"53,052.40","1,726,591.00","275,776.80"
9/19/1990,386.5,276.6,"53,156.60","1,760,011.90","281,202.10"
9/20/1990,387,278.7,"52,897.70","1,777,145.10","279,229.40"
9/21/1990,389.3,280,"53,263.70","1,810,702.90","282,956.90"
9/24/1990,392.5,279,"53,371.30","1,759,689.70","274,718.80"
9/25/1990,403.8,288.1,"55,404.10","1,817,845.00","290,397.90"
9/26/1990,402.7,288.8,"55,252.50","1,825,275.80","288,409.20"
9/27/1990,404,289.4,"55,834.40","1,823,115.70","287,911.50"
9/28/1990,408.4,291.9,"56,458.80","1,841,723.50","291,580.30"
10/1/1990,396.3,280.9,"54,269.70","2,084,982.90","280,545.50"
10/2/1990,387.9,275.4,"53,089.40","2,041,608.70","275,001.90"
10/3/1990,389.4,274.6,"52,978.90","2,037,360.10","274,429.60"
10/4/1990,395.8,277.3,"52,949.60","2,058,126.60","277,226.80"
10/5/1990,395.6,279,"52,343.90","2,018,797.00","277,173.70"
10/8/1990,390.8,273.9,"51,077.20","2,267,212.60","278,598.30"
10/9/1990,397,276.6,"51,727.90","2,307,273.70","283,521.10"
10/10/1990,391.8,273.4,"50,916.10","2,279,945.70","278,430.90"
10/11/1990,388,271.4,"50,400.60","2,261,281.40","277,430.10"
10/12/1990,388.3,269.1,"49,957.20","2,252,419.90","277,616.50"
10/15/1990,380.7,264.8,"48,769.00","2,357,922.80","274,503.50"
10/16/1990,364.8,252.4,"46,409.20","2,255,094.00","259,956.60"
10/17/1990,366,252.4,"45,819.90","2,253,611.50","261,843.90"
10/18/1990,367.9,253.8,"45,890.50","2,275,584.80","263,832.70"
10/19/1990,372,255.4,"46,844.10","2,296,985.00","266,911.90"
10/22/1990,367.5,254.2,"46,291.10","2,287,854.00","264,010.00"
10/23/1990,371.7,257.5,"47,363.40","2,317,256.20","265,216.20"
10/24/1990,371.1,255.2,"47,477.30","2,299,645.70","263,731.30"
10/25/1990,375.1,259.1,"47,709.20","2,329,474.90","267,152.20"
10/26/1990,373.7,258.6,"47,811.10","2,318,125.80","266,915.80"
10/29/1990,372.7,258,"47,839.50","2,354,019.10","267,018.00"
10/30/1990,373.8,259,"48,253.70","2,367,316.20","267,131.50"
10/31/1990,379.5,262.6,"49,292.10","2,408,684.40","272,351.00"
11/1/1990,380.4,262,"49,608.90","2,405,115.10","270,134.60"
11/2/1990,377.5,259.3,"48,855.60","2,401,623.40","270,341.00"
11/5/1990,376.9,256.2,"47,770.00","2,354,948.20","267,961.40"
11/6/1990,379.3,257.6,"48,283.10","2,366,031.90","271,384.50"
11/7/1990,385,261,"49,330.30","2,398,257.40","273,999.70"
11/8/1990,384.8,261.9,"49,963.70","2,407,663.10","275,010.70"
11/9/1990,385.7,262.6,"49,891.60","2,408,902.20","274,584.80"
11/12/1990,380.7,258.2,"48,981.80","2,404,520.80","272,959.50"
11/13/1990,383.5,259.9,"49,682.30","2,419,741.40","274,721.50"
11/14/1990,383.9,259.4,"49,761.20","2,425,969.70","273,735.70"
11/15/1990,378,256.3,"48,841.10","2,390,514.80","269,754.30"
11/16/1990,376.3,254.2,"48,712.30","2,372,498.00","267,472.40"
11/19/1990,377.8,255.5,"48,746.80","2,385,574.30","269,483.10"
11/20/1990,380,257.4,"48,995.00","2,400,078.10","271,671.30"
11/21/1990,377.3,256.2,"48,156.80","2,384,839.80","268,714.90"
11/22/1990,380,257.7,"48,392.60","2,401,295.20","271,794.60"
11/23/1990,383.6,261.1,"48,839.50","2,425,891.70","274,466.50"
11/26/1990,386.9,264.4,"49,801.90","2,459,312.90","276,317.00"
11/27/1990,383.8,260.2,"49,262.40","2,427,874.20","272,789.60"
11/28/1990,385,261.9,"49,967.10","2,438,551.60","275,853.20"
11/29/1990,386.8,265.1,"51,183.90","2,473,780.00","277,685.00"
11/30/1990,384.9,264.8,"51,237.20","2,478,753.20","274,260.40"
12/3/1990,380.7,264.2,"51,176.50","2,432,241.80","275,718.30"
12/4/1990,377.6,260.5,"50,617.80","2,403,361.40","267,882.40"
12/5/1990,376,259.4,"50,566.50","2,396,286.50","268,584.00"
12/6/1990,370,253.4,"48,932.70","2,339,202.90","262,753.40"
12/7/1990,370.8,252.2,"48,594.40","2,329,844.20","263,032.30"
12/10/1990,374.1,253.5,"49,341.10","2,422,548.00","268,798.40"
12/11/1990,372.1,253.2,"49,114.50","2,416,131.90","266,992.90"
12/12/1990,370.9,252.2,"48,890.50","2,402,767.40","264,695.70"
12/13/1990,372,253.2,"49,179.10","2,409,894.00","266,925.50"
12/14/1990,373.2,254.9,"49,596.40","2,423,275.10","268,013.20"
12/17/1990,376.3,257.7,"50,137.60","2,435,321.40","270,928.30"
12/18/1990,377.4,258,"50,271.30","2,432,342.60","270,187.30"
12/19/1990,378.9,258.1,"50,807.70","2,446,435.10","273,444.70"
12/20/1990,385.5,266.1,"51,982.70","2,520,039.90","279,969.30"
12/21/1990,383.8,269.7,"51,996.90","2,511,555.10","276,564.30"
12/24/1990,383.8,271.1,"51,952.00","2,516,768.80","275,192.80"
12/25/1990,383.8,271.1,"51,952.00","2,516,768.80","275,192.80"
12/26/1990,383.8,271.1,"51,952.00","2,516,768.80","275,192.80"
12/27/1990,382.8,269.5,"52,232.20","2,503,346.70","273,968.30"
12/28/1990,386.2,266.2,"52,143.00","2,482,218.90","272,223.70"
12/31/1990,386.2,265.7,"53,028.20","2,543,477.40","279,605.70"
1/1/1991,386.2,265.7,"53,028.20","2,543,477.40","279,605.70"
1/2/1991,390.8,270.8,"52,788.00","2,536,805.10","278,872.30"
1/3/1991,386.3,267.9,"51,400.80","2,491,599.20","276,472.80"
1/4/1991,387.4,270.8,"52,358.10","2,516,146.70","279,387.00"
1/7/1991,391.1,278.1,"53,439.50","2,540,733.10","283,095.80"
1/8/1991,389.7,276.9,"53,159.50","2,532,285.30","279,378.90"
1/9/1991,387.1,271.8,"51,891.30","2,488,623.10","273,024.70"
1/10/1991,390.6,277.5,"52,558.30","2,537,807.70","279,563.00"
1/11/1991,390.6,277.6,"52,435.00","2,536,800.20","281,065.00"
1/14/1991,398.6,285.3,"53,826.70","2,585,349.70","284,088.70"
1/15/1991,398.5,285.5,"54,141.20","2,585,382.80","286,064.50"
1/16/1991,403,288.9,"55,137.40","2,615,264.10","289,735.90"
1/17/1991,379,266,"50,441.40","2,434,582.60","268,630.20"
1/18/1991,378.3,263.6,"50,154.20","2,406,617.80","270,199.70"
1/21/1991,378.2,261.8,"49,949.10","2,562,544.40","270,388.30"
1/22/1991,381,264.1,"50,154.70","2,588,141.00","274,570.30"
1/23/1991,378.3,261.2,"50,020.70","2,561,254.10","270,474.70"
1/24/1991,373,257.1,"49,336.90","2,518,932.20","268,098.70"
1/25/1991,374.3,258.6,"49,517.60","2,530,599.70","269,010.70"
1/28/1991,374.5,258.4,"49,504.60","2,544,269.10","267,877.30"
1/29/1991,376.8,259.6,"49,551.20","2,554,042.80","270,224.50"
1/30/1991,367.1,253.5,"48,297.70","2,499,081.00","263,882.50"
1/31/1991,366,251.1,"48,101.60","2,486,522.00","262,751.90"
2/1/1991,364.5,248.1,"47,902.30","2,461,921.50","260,442.80"
2/4/1991,367.2,249.7,"48,086.90","2,579,146.90","263,995.20"
2/5/1991,366.6,248.7,"47,546.20","2,567,493.40","263,624.80"
2/6/1991,360.8,242.9,"46,311.30","2,505,679.30","258,405.20"
2/7/1991,363.9,245,"46,558.10","2,531,355.10","262,556.40"
2/8/1991,370,250.2,"47,285.60","2,586,092.80","267,279.80"
2/11/1991,366.9,246.6,"46,831.90","2,634,709.40","263,700.50"
2/12/1991,364.4,245.8,"46,739.10","2,624,338.30","264,116.80"
2/13/1991,366.8,247.9,"47,340.50","2,642,591.70","264,609.20"
2/14/1991,368.2,250.3,"47,761.00","2,666,067.00","266,959.80"
2/15/1991,365.5,250.1,"47,682.00","2,661,658.60","266,518.40"
2/18/1991,363.8,250.1,"47,417.50","2,637,190.00","263,403.50"
2/19/1991,363,250.8,"47,746.00","2,642,536.30","263,170.40"
2/20/1991,364.7,252.5,"48,027.10","2,660,682.70","263,929.00"
2/21/1991,362.3,250,"47,559.80","2,629,667.30","260,468.50"
2/22/1991,358.8,249.9,"47,434.00","2,622,710.70","260,517.70"
2/25/1991,357.7,251.9,"47,705.30","2,608,471.20","260,021.70"
2/26/1991,359.3,252.6,"47,700.50","2,623,550.20","261,174.10"
2/27/1991,360,253.3,"47,605.60","2,633,827.30","261,262.90"
2/28/1991,362.7,256.1,"48,220.80","2,662,609.10","263,600.60"
3/1/1991,366.9,260.9,"49,342.10","2,711,179.70","268,443.00"
3/4/1991,365.5,259.8,"49,510.10","2,650,490.40","264,518.00"
3/5/1991,364.5,258.5,"49,347.40","2,636,651.00","263,706.90"
3/6/1991,366.2,261.1,"49,795.50","2,665,766.70","265,461.30"
3/7/1991,366.5,262.3,"49,783.00","2,672,900.70","267,011.90"
3/8/1991,368.5,266.4,"50,196.30","2,708,301.40","269,445.90"
3/11/1991,365.9,267.2,"50,499.50","2,667,458.60","266,170.10"
3/12/1991,364.3,264.8,"49,634.80","2,645,076.80","263,334.10"
3/13/1991,366,266.9,"49,913.60","2,659,933.10","266,961.50"
3/14/1991,364.6,266.2,"49,588.70","2,650,469.40","265,049.30"
3/15/1991,366,270.7,"50,208.90","2,696,967.90","268,030.60"
3/18/1991,362.3,273.6,"50,007.30","2,701,594.50","268,394.60"
3/19/1991,364.5,278.6,"50,375.60","2,754,949.40","267,775.10"
3/20/1991,364.5,277.6,"50,562.40","2,737,120.00","263,360.20"
3/21/1991,362.4,274.1,"49,866.10","2,696,693.40","261,784.40"
3/22/1991,362.8,275.5,"49,756.50","2,707,221.00","264,688.10"
3/25/1991,359.3,276.9,"49,729.00","2,640,488.60","262,632.30"
3/26/1991,356.6,277.8,"49,301.90","2,636,700.20","262,255.40"
3/27/1991,354.1,278.7,"49,204.70","2,639,669.20","260,184.60"
3/28/1991,355.7,279.8,"50,208.20","2,652,360.90","258,393.50"
3/29/1991,355.7,279.8,"50,208.20","2,652,360.90","258,393.50"
4/1/1991,355.7,279.8,"50,208.20","2,652,360.90","258,393.50"
4/2/1991,357.5,277.3,"49,489.90","2,622,424.40","259,773.90"
4/3/1991,359.2,275.9,"49,412.70","2,615,663.60","260,455.50"
4/4/1991,358.4,275.6,"48,804.30","2,604,719.00","257,909.60"
4/5/1991,358.5,276.5,"48,881.80","2,614,234.20","258,851.80"
4/8/1991,361,280.7,"49,538.10","2,642,103.90","260,424.30"
4/9/1991,364,279.9,"49,146.60","2,632,068.60","260,461.80"
4/10/1991,363.4,280.9,"49,515.30","2,643,610.90","265,606.00"
4/11/1991,361.8,278.3,"49,145.90","2,615,798.90","260,357.00"
4/12/1991,362,280.5,"49,329.10","2,636,388.50","264,768.40"
4/15/1991,360.1,277.4,"48,409.20","2,658,781.50","259,789.20"
4/16/1991,361.2,276.9,"48,671.60","2,667,649.20","262,958.00"
4/17/1991,360.7,277.5,"49,179.50","2,673,302.80","263,009.30"
4/18/1991,359.2,278.8,"49,099.40","2,677,209.60","262,476.60"
4/19/1991,356.2,284,"49,358.80","2,736,536.40","263,227.70"
4/22/1991,356.4,289.1,"49,710.70","2,713,496.90","261,776.20"
4/23/1991,355.5,284.6,"49,020.20","2,675,807.50","257,257.40"
4/24/1991,355.8,286.5,"49,133.80","2,704,929.00","261,285.60"
4/25/1991,353.3,284.1,"48,853.50","2,692,376.80","256,645.50"
4/26/1991,353.3,284.7,"48,818.10","2,699,083.70","257,064.80"
4/29/1991,351.1,285.3,"48,310.30","2,771,210.80","254,898.40"
4/30/1991,357.8,282.5,"48,765.20","2,746,716.80","255,187.40"
5/1/1991,356.5,279.9,"49,045.90","2,736,326.50","258,679.10"
5/2/1991,354.2,281,"48,898.10","2,730,959.30","258,004.60"
5/3/1991,355.5,285.7,"49,235.20","2,863,128.10","260,453.40"
5/6/1991,355.5,285.7,"49,235.20","2,863,128.10","260,453.40"
5/7/1991,356.2,282,"49,149.10","2,825,028.50","256,030.60"
5/8/1991,356.9,284.6,"49,338.70","2,835,923.10","259,443.40"
5/9/1991,356.9,286.1,"49,684.70","2,858,820.30","260,627.10"
5/10/1991,356.7,283.4,"49,489.80","2,832,683.20","258,737.20"
5/13/1991,356.9,281.7,"49,757.10","2,800,398.10","257,655.30"
5/14/1991,358,280.7,"49,466.50","2,798,526.60","259,588.40"
5/15/1991,359.9,281.7,"49,844.30","2,808,213.70","262,248.30"
5/16/1991,356,278.6,"48,962.80","2,772,913.60","259,772.90"
5/17/1991,355.1,283.7,"49,184.40","2,811,828.60","262,317.00"
5/20/1991,355,282.7,"49,047.40","2,779,212.10","255,046.60"
5/21/1991,356.3,281.2,"48,936.10","2,761,277.30","253,400.70"
5/22/1991,356.8,283.2,"49,240.40","2,780,780.40","260,314.90"
5/23/1991,354.9,280.8,"48,888.20","2,752,806.40","256,867.80"
5/24/1991,355.8,280.7,"49,242.50","2,826,888.80","258,831.50"
5/27/1991,355.8,280.7,"49,242.50","2,826,888.80","258,831.50"
5/28/1991,355.7,278.8,"49,016.50","2,802,215.20","256,327.80"
5/29/1991,361.5,284.8,"49,907.00","2,868,032.00","263,985.80"
5/30/1991,361.1,286.2,"49,745.60","2,891,997.50","262,863.00"
5/31/1991,360.4,288.9,"49,902.40","2,916,526.20","262,950.00"
6/3/1991,363,292,"50,467.20","2,859,202.50","262,541.70"
6/4/1991,362.4,290.3,"50,221.10","2,845,257.30","261,000.60"
6/5/1991,362.4,291.5,"50,419.50","2,859,526.70","264,266.40"
6/6/1991,364.9,294.6,"50,793.70","2,889,944.20","267,077.50"
6/7/1991,367,299.2,"51,487.60","2,935,673.60","268,839.00"
6/10/1991,372.2,303.5,"52,810.10","2,983,399.40","270,458.20"
6/11/1991,371.3,303.5,"52,381.60","2,990,106.10","271,278.40"
6/12/1991,372,307.3,"52,787.70","3,026,192.70","272,229.40"
6/13/1991,369.7,305.8,"52,100.60","3,012,608.30","268,160.40"
6/14/1991,367.8,304.1,"51,686.90","3,001,651.90","265,761.30"
6/17/1991,366.8,304.9,"51,699.30","2,983,000.10","266,367.10"
6/18/1991,370.3,310.3,"52,122.10","3,037,201.30","271,115.10"
6/19/1991,367.4,304.5,"51,424.70","2,976,896.20","262,710.70"
6/20/1991,367.6,305.6,"50,992.90","2,981,255.90","263,095.40"
6/21/1991,366.3,304.6,"50,918.00","2,970,308.50","265,812.00"
6/24/1991,360.9,297.6,"50,097.50","2,945,701.40","257,925.30"
6/25/1991,363.4,302.1,"50,456.00","2,993,032.40","267,305.00"
6/26/1991,366.1,302.2,"50,633.20","2,993,612.20","265,737.80"
6/27/1991,364.8,302.6,"50,375.00","2,994,857.30","266,166.70"
6/28/1991,368.4,308.5,"50,793.20","3,050,151.20","269,465.60"
7/1/1991,368.9,310.2,"51,052.10","3,062,269.40","267,829.30"
7/2/1991,367.1,310.9,"50,927.10","3,072,058.40","266,966.90"
7/3/1991,369.3,312.3,"51,534.00","3,084,273.70","268,177.90"
7/4/1991,369.3,313.1,"51,361.40","3,084,273.70","269,696.30"
7/5/1991,369.9,312.2,"51,158.90","3,068,673.20","267,582.60"
7/8/1991,370.3,310.2,"51,398.40","3,223,156.20","268,312.10"
7/9/1991,369.2,310.2,"51,198.80","3,224,909.80","271,205.70"
7/10/1991,370.9,311.1,"51,351.90","3,241,757.40","271,456.00"
7/11/1991,368.3,311.8,"51,003.30","3,245,045.50","271,468.00"
7/12/1991,367.9,304.5,"50,288.10","3,160,520.00","261,447.70"
7/15/1991,367.8,304,"50,245.60","3,182,434.10","268,394.00"
7/16/1991,368.7,306.6,"50,526.90","3,203,794.00","270,178.50"
7/17/1991,368.9,305.2,"50,451.70","3,191,952.90","269,180.00"
7/18/1991,369,302,"50,454.00","3,164,095.50","267,449.30"
7/19/1991,370,299.1,"50,504.30","3,129,506.90","266,578.60"
7/22/1991,369.8,300.2,"50,810.40","3,219,695.90","271,522.10"
7/23/1991,367.4,298,"50,328.00","3,192,584.60","267,387.30"
7/24/1991,366,293.8,"50,262.90","3,164,451.90","265,263.50"
7/25/1991,364.9,296,"50,678.10","3,190,594.50","267,923.60"
7/26/1991,364.1,292.9,"50,179.80","3,159,222.20","261,744.20"
7/29/1991,365.1,296.1,"50,420.60","3,239,817.60","265,588.70"
7/30/1991,361.4,292.7,"49,778.40","3,195,095.00","262,879.30"
7/31/1991,362.9,292.9,"49,851.50","3,199,789.10","261,978.90"
8/1/1991,363.4,295.4,"50,038.10","3,225,695.20","265,413.30"
8/2/1991,357.8,287.5,"48,906.00","3,135,715.30","256,574.70"
8/5/1991,356.5,283.9,"48,609.10","3,116,694.50","255,392.70"
8/6/1991,357,283,"48,430.60","3,125,307.60","259,971.90"
8/7/1991,356.8,282.4,"48,451.10","3,119,910.60","259,330.40"
8/8/1991,357.6,285.4,"48,792.30","3,155,441.70","263,247.00"
8/9/1991,358.2,286.6,"48,999.10","3,165,398.80","262,440.90"
8/12/1991,358.2,286.3,"48,888.60","3,203,056.10","261,298.20"
8/13/1991,356.8,286.2,"48,683.30","3,199,958.80","262,225.80"
8/14/1991,355.9,286,"48,606.50","3,201,840.60","262,005.60"
8/15/1991,358.4,287.7,"48,880.40","3,223,380.40","263,768.20"
8/16/1991,357.8,291.7,"49,077.60","3,268,326.20","263,932.10"
8/19/1991,361.2,302.9,"49,899.00","3,218,789.20","270,240.90"
8/20/1991,353.8,294.6,"48,679.10","3,137,452.80","257,538.90"
8/21/1991,356.3,289.1,"48,654.00","3,087,085.20","255,926.30"
8/22/1991,356.2,284.8,"48,606.10","3,050,743.20","258,226.60"
8/23/1991,353.7,286.5,"48,496.20","3,073,720.40","261,345.50"
8/26/1991,353.7,286.5,"48,496.20","3,219,238.00","261,345.50"
8/27/1991,353.8,286,"48,475.20","3,203,862.80","259,407.80"
8/28/1991,354.5,285.1,"48,455.30","3,192,155.10","257,542.20"
8/29/1991,351.3,283.4,"48,097.20","3,178,880.40","258,685.50"
8/30/1991,347.4,280.8,"47,532.40","3,144,969.10","255,223.20"
9/2/1991,348,280.7,"47,546.30","3,135,960.60","255,418.20"
9/3/1991,347.4,279.3,"47,216.60","3,117,600.70","254,446.30"
9/4/1991,348.7,279.9,"47,241.30","3,126,023.60","258,344.90"
9/5/1991,347.4,279.3,"47,195.50","3,116,205.70","257,097.50"
9/6/1991,348.1,278.6,"47,349.50","3,112,841.90","256,553.50"
9/9/1991,350.6,275.1,"47,314.10","3,281,645.10","257,679.50"
9/10/1991,351.7,276,"47,418.50","3,292,412.10","261,421.90"
9/11/1991,345.3,271.3,"46,570.30","3,240,462.80","255,956.40"
9/12/1991,346.1,270.5,"46,369.60","3,233,445.60","256,605.10"
9/13/1991,344.3,268.7,"46,112.10","3,218,950.60","253,566.60"
9/16/1991,345.4,267.9,"46,116.30","3,247,143.60","254,657.00"
9/17/1991,346.2,268,"46,335.50","3,248,591.30","256,161.10"
9/18/1991,348.3,271.3,"46,718.30","3,289,531.60","258,318.20"
9/19/1991,348.6,272.8,"46,890.10","3,298,082.00","256,146.00"
9/20/1991,348.6,272.6,"46,816.30","3,299,988.30","257,171.80"
9/23/1991,349.3,270.7,"46,459.90","3,302,307.70","255,234.10"
9/24/1991,351.9,273.1,"46,904.50","3,337,503.70","261,374.80"
9/25/1991,352.8,275.1,"47,006.20","3,355,602.70","261,118.50"
9/26/1991,351.9,274.4,"47,008.00","3,348,481.30","260,955.20"
9/27/1991,348.5,271,"46,476.80","3,307,069.10","256,910.60"
9/30/1991,354.9,273.6,"47,121.00","3,739,925.10","262,333.60"
10/1/1991,354,273.7,"47,179.90","3,740,583.90","262,339.30"
10/2/1991,356,274.6,"47,192.40","3,753,656.00","263,941.90"
10/3/1991,356.8,275.6,"46,625.50","3,765,313.10","264,761.60"
10/4/1991,356.3,277.1,"46,355.90","3,784,904.50","267,138.00"
10/7/1991,359.7,280,"46,529.90","3,882,037.50","269,552.40"
10/8/1991,357.6,281,"46,512.00","3,906,643.60","271,808.40"
10/9/1991,357.7,280.4,"46,502.90","3,901,502.30","266,295.30"
10/10/1991,359.5,282.3,"46,836.60","3,925,109.50","270,159.40"
10/11/1991,357.8,280.8,"46,448.20","3,896,916.90","267,626.00"
10/14/1991,358.5,282.2,"46,268.90","3,936,107.80","269,094.30"
10/15/1991,357.6,283.6,"46,531.90","3,967,416.60","269,695.90"
10/16/1991,356.6,281.2,"46,366.10","3,935,512.50","265,891.40"
10/17/1991,358.3,282.7,"46,502.50","3,955,981.80","268,269.30"
10/18/1991,359.6,281.5,"46,643.80","3,936,964.70","268,835.00"
10/21/1991,363.8,285.1,"47,564.90","4,105,837.20","273,458.30"
10/22/1991,362.4,284.7,"47,499.70","4,100,209.90","271,509.00"
10/23/1991,362.2,286.2,"47,717.00","4,123,552.10","271,503.10"
10/24/1991,361,284.2,"47,325.30","4,089,703.50","269,016.20"
10/25/1991,362,285.4,"47,589.90","4,103,431.80","271,766.70"
10/28/1991,358.5,283.9,"47,351.10","4,030,758.80","269,964.10"
10/29/1991,357.4,280.1,"46,736.90","3,974,065.00","263,640.80"
10/30/1991,359.4,278.3,"47,057.80","3,948,755.90","267,121.10"
10/31/1991,357.5,276.7,"46,668.50","3,929,005.00","268,195.40"
11/1/1991,357.8,275.7,"46,572.00","3,916,569.50","267,842.40"
11/4/1991,356.4,269.9,"45,932.20","4,415,379.20","266,907.30"
11/5/1991,356.6,271.7,"46,281.00","4,444,061.90","268,871.30"
11/6/1991,354.5,269.8,"46,026.00","4,414,771.30","266,025.10"
11/7/1991,354.5,268.3,"45,929.60","4,391,208.10","265,879.10"
11/8/1991,352.9,269.2,"45,971.80","4,404,789.60","265,563.40"
11/11/1991,354.9,270.5,"46,130.00","4,172,435.70","265,412.80"
11/12/1991,354.8,269.6,"45,969.40","4,162,440.30","266,432.70"
11/13/1991,356.6,271.4,"46,405.80","4,188,282.40","268,348.50"
11/14/1991,355.9,269.6,"46,197.40","4,169,469.40","267,579.10"
11/15/1991,355.5,271.3,"46,170.80","4,180,676.00","268,433.90"
11/18/1991,360.8,270.4,"46,693.00","4,671,113.90","272,527.00"
11/19/1991,363,271.2,"47,130.40","4,684,553.30","272,038.10"
11/20/1991,362.6,271,"47,041.10","4,680,688.90","273,418.70"
11/21/1991,364.3,271.4,"47,171.50","4,698,708.40","274,684.10"
11/22/1991,368,272.7,"47,630.90","4,744,471.20","276,494.80"
11/25/1991,369.1,273,"47,175.90","4,626,420.70","277,937.70"
11/26/1991,366.3,270.6,"46,927.70","4,597,085.30","275,467.10"
11/27/1991,367.1,276.9,"47,835.20","4,685,986.90","278,088.20"
11/28/1991,366.1,276.2,"47,516.10","4,669,936.70","276,292.10"
11/29/1991,366.3,277.9,"47,629.40","4,681,072.30","277,075.40"
12/2/1991,368.4,276.8,"47,845.10","4,749,687.60","277,760.50"
12/3/1991,362.9,273.4,"46,704.10","4,666,759.20","272,574.70"
12/4/1991,365.3,275.4,"47,316.80","4,717,686.60","275,811.80"
12/5/1991,364.8,270.8,"46,928.40","4,658,688.00","274,706.50"
12/6/1991,367.8,270.3,"47,124.00","4,652,905.90","275,695.90"
12/9/1991,370.7,272.7,"47,607.20","4,815,399.20","281,036.50"
12/10/1991,368.1,271.2,"47,329.40","4,777,004.40","278,673.60"
12/11/1991,366.5,269.8,"47,331.20","4,751,635.80","277,026.60"
12/12/1991,359.5,265.4,"46,502.50","4,663,459.00","272,139.20"
12/13/1991,359.1,265.3,"46,239.80","4,637,111.20","270,680.70"
12/16/1991,359.7,265,"46,202.60","4,669,286.70","271,317.00"
12/17/1991,357.4,263.1,"45,987.90","4,642,627.50","271,579.00"
12/18/1991,357.9,262.7,"45,987.70","4,637,655.50","271,734.30"
12/19/1991,358.9,261.5,"46,049.20","4,629,053.20","271,230.30"
12/20/1991,358.3,257.3,"45,702.50","4,555,472.50","268,151.80"
12/23/1991,359.7,254.6,"45,462.30","4,526,763.80","270,165.90"
12/24/1991,359.7,255.3,"45,691.30","4,530,490.20","273,731.30"
12/25/1991,359.7,255.3,"45,691.30","4,530,490.20","273,731.30"
12/26/1991,359.7,255.3,"45,691.30","4,530,490.20","273,731.30"
12/27/1991,353.3,250.6,"44,362.40","4,450,033.40","269,335.90"
12/30/1991,353.2,250.8,"44,403.80","4,592,757.70","267,676.10"
12/31/1991,353.2,250.3,"44,151.40","4,586,186.20","268,147.80"
1/1/1992,353.2,250.3,"44,151.40","4,586,186.20","268,147.80"
1/2/1992,350.9,250.4,"43,686.40","4,562,277.40","266,749.90"
1/3/1992,353,254.5,"44,065.30","4,641,778.60","271,254.90"
1/6/1992,349.4,247.5,"43,772.40","4,553,083.40","264,717.10"
1/7/1992,349.7,248,"43,467.40","4,521,361.50","266,804.00"
1/8/1992,350.6,248.1,"43,778.20","4,534,204.30","269,018.00"
1/9/1992,351.6,254,"44,124.00","4,654,650.60","274,698.20"
1/10/1992,357.9,264.1,"45,435.70","4,829,858.00","276,664.20"
1/13/1992,353.9,259.7,"44,850.90","4,260,943.90","268,693.30"
