Date,US_dollar,Euro,Japanese_yen,Vietnamese_dong,Korean_won
12/29/1978,226,137.1,#N/A,#N/A,#N/A
1/1/1979,226,137.1,#N/A,#N/A,#N/A
1/2/1979,226.8,137.3,"43,164.90",#N/A,"107,470.00"
1/3/1979,218.6,134,"43,717.90",#N/A,"108,027.40"
1/4/1979,223.2,136.8,"43,674.90",#N/A,"108,602.50"
1/5/1979,225.5,138.4,"44,582.50",#N/A,"110,510.40"
1/8/1979,223.1,136.4,"44,436.20",#N/A,"110,356.30"
1/9/1979,224,137.3,"44,045.60",#N/A,"109,248.40"
1/10/1979,220.7,135.5,"43,366.40",#N/A,"108,108.30"
1/11/1979,220.7,135.9,"43,770.60",#N/A,"108,771.70"
1/12/1979,217.6,134.1,"42,837.10",#N/A,"106,856.60"
1/15/1979,216.9,133.8,"42,795.30",#N/A,"106,819.80"
1/16/1979,220.7,135.6,"43,225.90",#N/A,"107,689.80"
1/17/1979,227.3,139.2,"44,349.70",#N/A,"110,419.80"
1/18/1979,231.8,141.7,"44,823.40",#N/A,"111,599.20"
1/19/1979,230.6,141.1,"46,908.80",#N/A,"116,335.50"
1/22/1979,235,144,"46,387.40",#N/A,"115,493.30"
1/23/1979,230,141.1,"45,633.10",#N/A,"113,615.30"
1/24/1979,236.1,144.7,"46,372.40",#N/A,"115,456.00"
1/25/1979,233.9,144,"46,890.30",#N/A,"116,157.90"
1/26/1979,235.5,144.6,"46,801.30",#N/A,"115,646.50"
1/29/1979,235.2,145.3,"46,917.30",#N/A,"115,498.50"
1/30/1979,233.5,144.1,"46,907.20",#N/A,"115,185.50"
1/31/1979,233.7,144.8,"45,160.30",#N/A,"108,235.80"
2/1/1979,229.4,142.9,"47,160.50",#N/A,"113,310.70"
2/2/1979,230.3,143.5,"46,328.30",#N/A,"112,148.30"
2/5/1979,243.1,150.3,"47,766.00",#N/A,"115,919.10"
2/6/1979,244.5,150.8,"48,317.70",#N/A,"117,405.40"
2/7/1979,251.6,153.7,"48,835.70",#N/A,"119,415.10"
2/8/1979,250.5,153.5,"50,293.30",#N/A,"122,359.80"
2/9/1979,246.8,151.3,"48,548.60",#N/A,"117,670.30"
2/12/1979,244.3,150,"49,820.40",#N/A,"120,300.10"
2/13/1979,240.6,148.1,"48,714.80",#N/A,"117,630.50"
2/14/1979,240.7,148.3,"47,638.50",#N/A,"114,459.40"
2/15/1979,247.8,152.4,"49,146.70",#N/A,"118,083.00"
2/16/1979,247.1,152.2,"49,351.90",#N/A,"118,576.00"
2/19/1979,248.1,152.8,"50,094.50",#N/A,"120,360.20"
2/20/1979,247,152.2,"49,921.70",#N/A,"119,499.20"
2/21/1979,250.8,154.6,"50,398.60",#N/A,"119,897.90"
2/22/1979,252.4,155.4,"50,607.40",#N/A,"120,691.80"
2/23/1979,251,154.4,"50,405.40",#N/A,"120,061.90"
2/26/1979,248.6,152.7,"50,592.60",#N/A,"119,622.70"
2/27/1979,247.9,152.5,"50,111.40",#N/A,"118,340.20"
2/28/1979,251.3,154.6,"50,209.10",#N/A,"119,929.30"
3/1/1979,248.8,153.3,"50,821.00",#N/A,"120,655.20"
3/2/1979,248,152.8,"50,920.80",#N/A,"120,454.20"
3/5/1979,238.2,147,"49,760.50",#N/A,"117,567.50"
3/6/1979,239.8,147.9,"48,982.70",#N/A,"115,729.60"
3/7/1979,242.3,149.1,"49,423.00",#N/A,"116,489.00"
3/8/1979,239.2,147.1,"48,791.80",#N/A,"114,450.40"
3/9/1979,241,148.4,"49,315.20",#N/A,"115,539.80"
3/12/1979,240,148,"49,652.40",#N/A,"115,638.20"
3/13/1979,239.1,147.8,"50,063.30",#N/A,"114,954.90"
3/14/1979,239.5,147.8,"49,758.40",#N/A,"115,336.30"
3/15/1979,240.1,148.2,"49,673.70",#N/A,"115,344.90"
3/16/1979,244,150.8,"49,687.00",#N/A,"115,512.70"
3/19/1979,242.3,149.7,"50,584.70",#N/A,"118,090.20"
3/20/1979,242.1,149.4,"50,126.50",#N/A,"116,603.60"
3/21/1979,239.9,148.3,"49,778.10",#N/A,"115,793.20"
3/22/1979,242.9,149.9,"49,959.60",#N/A,"116,979.60"
3/23/1979,242.5,149.7,"49,816.20",#N/A,"116,365.50"
3/26/1979,245.3,151,"50,353.10",#N/A,"116,508.10"
3/27/1979,244.4,150.7,"51,005.20",#N/A,"117,461.90"
3/28/1979,244.4,150.7,"50,684.10",#N/A,"116,448.70"
3/29/1979,241.5,149.1,"50,335.80",#N/A,"115,108.30"
3/30/1979,240.1,148,"50,274.30",#N/A,"116,123.60"
4/2/1979,239.7,148.5,"50,844.10",#N/A,"116,233.10"
4/3/1979,240,148.8,"51,208.10",#N/A,"116,269.00"
4/4/1979,239.8,148.5,"51,481.10",#N/A,"116,164.30"
4/5/1979,240.7,149.1,"51,850.40",#N/A,"116,082.20"
4/6/1979,239.8,148.5,"51,488.40",#N/A,"115,078.70"
4/9/1979,240.2,149.9,"51,461.30",#N/A,"114,762.10"
4/10/1979,239.8,149.3,"50,895.10",#N/A,"114,134.80"
4/11/1979,238.4,148.3,"50,867.50",#N/A,"114,715.20"
4/12/1979,234,145.9,"50,311.20",#N/A,"112,447.70"
4/13/1979,234,145.9,"50,311.20",#N/A,"112,447.70"
4/16/1979,234,145.9,"50,311.20",#N/A,"112,447.70"
4/17/1979,231.9,144.8,"50,326.70",#N/A,"111,271.50"
4/18/1979,233.2,145.4,"50,551.00",#N/A,"113,268.10"
4/19/1979,240.9,149.9,"52,131.70",#N/A,"116,127.60"
4/20/1979,236.4,147.7,"51,974.40",#N/A,"115,264.50"
4/23/1979,236.9,147.8,"51,665.50",#N/A,"114,579.40"
4/24/1979,239.7,149.3,"52,353.10",#N/A,"116,233.10"
4/25/1979,241.8,150.4,"52,722.50",#N/A,"118,498.20"
4/26/1979,242.2,150.7,"52,836.40",#N/A,"118,754.20"
4/27/1979,243.7,151.2,"53,323.20",#N/A,"118,255.70"
4/30/1979,245.3,152.8,"54,144.60",#N/A,"117,423.30"
5/1/1979,247.3,152.8,"54,994.60",#N/A,"119,266.60"
5/2/1979,246.3,153.2,"55,508.90",#N/A,"118,765.70"
5/3/1979,246.5,153.3,"55,244.10",#N/A,"117,819.50"
5/4/1979,248.5,154.5,"54,691.30",#N/A,"118,673.50"
5/7/1979,248.5,154.5,"54,691.30",#N/A,"118,673.50"
5/8/1979,249,154.8,"56,574.90",#N/A,"120,528.70"
5/9/1979,248,154.1,"52,685.40",#N/A,"118,987.20"
5/10/1979,252.3,157.1,"53,975.20",#N/A,"122,316.10"
5/11/1979,251.5,156.7,"54,147.00",#N/A,"122,705.40"
5/14/1979,251,156.4,"53,537.50",#N/A,"122,158.00"
5/15/1979,255.5,159.6,"54,229.80",#N/A,"122,336.40"
5/16/1979,256.5,160.1,"54,923.00",#N/A,"123,759.90"
5/17/1979,256.8,160.7,"55,795.90",#N/A,"124,739.10"
5/18/1979,256.4,161.1,"56,328.20",#N/A,"125,226.40"
5/21/1979,262,164.9,"57,123.70",#N/A,"127,208.00"
5/22/1979,265.4,166.8,"58,180.60",#N/A,"129,128.60"
5/23/1979,264.2,165.9,"57,750.80",#N/A,"127,535.20"
5/24/1979,263.8,165.4,"57,519.30",#N/A,"127,589.70"
5/25/1979,270.6,170,"59,393.00",#N/A,"131,161.70"
5/28/1979,270.6,170,"59,393.00",#N/A,"131,161.70"
5/29/1979,273.8,172.2,"61,318.30",#N/A,"133,781.90"
5/30/1979,270.3,169.7,"60,036.90",#N/A,"131,925.50"
5/31/1979,274.6,172,"61,057.10",#N/A,"133,889.60"
6/1/1979,275.1,172.7,"61,222.20",#N/A,"133,374.10"
6/4/1979,272.9,171,"60,143.80",#N/A,"131,670.30"
6/5/1979,274.8,172.3,"60,913.30",#N/A,"132,556.70"
6/6/1979,280,175.7,"61,851.50",#N/A,"135,334.80"
6/7/1979,276.1,173.2,"61,289.20",#N/A,"135,213.90"
6/8/1979,280,175.5,"60,878.70",#N/A,"134,456.80"
6/11/1979,282.4,177,"61,768.20",#N/A,"136,496.60"
6/12/1979,277.8,174,"61,274.00",#N/A,"133,341.80"
6/13/1979,276.6,173.1,"60,790.60",#N/A,"131,218.90"
6/14/1979,279,174.5,"61,359.20",#N/A,"133,020.50"
6/15/1979,280,174.1,"61,190.10",#N/A,"132,582.10"
6/18/1979,278,172.8,"61,551.70",#N/A,"132,933.50"
6/19/1979,280.3,173,"61,040.10",#N/A,"131,473.70"
6/20/1979,281.4,173.1,"61,423.70",#N/A,"131,591.30"
6/21/1979,282.3,173.5,"61,430.40",#N/A,"131,114.10"
6/22/1979,283.5,173.7,"60,816.20",#N/A,"131,629.30"
6/25/1979,283.9,172.9,"60,879.60",#N/A,"131,766.60"
6/26/1979,281.5,172.2,"60,781.40",#N/A,"130,987.10"
6/27/1979,281.8,172.1,"60,768.30",#N/A,"130,326.70"
6/28/1979,275.9,168.4,"60,922.40",#N/A,"129,683.70"
6/29/1979,277.5,169,"60,161.40",#N/A,"133,065.60"
7/2/1979,282.5,172.3,"61,572.10",#N/A,"135,330.20"
7/3/1979,281.4,171.4,"61,559.80",#N/A,"134,248.90"
7/4/1979,283.5,172.1,"61,420.90",#N/A,"133,599.00"
7/5/1979,288.3,174.7,"62,193.30",#N/A,"134,929.50"
7/6/1979,290.3,176.5,"63,156.60",#N/A,"137,161.00"
7/9/1979,287.9,175.5,"63,193.00",#N/A,"138,313.40"
7/10/1979,290.5,176.6,"63,110.60",#N/A,"136,990.30"
7/11/1979,290.3,175.8,"63,196.60",#N/A,"136,611.80"
7/12/1979,290.8,176.1,"63,164.40",#N/A,"136,965.50"
7/13/1979,287.5,174.1,"62,730.70",#N/A,"135,884.70"
7/16/1979,292.8,176.9,"63,167.00",#N/A,"136,407.40"
7/17/1979,296.3,178.2,"64,137.30",#N/A,"137,022.50"
7/18/1979,302.2,181.1,"64,895.20",#N/A,"139,995.30"
7/19/1979,299.2,179.5,"64,755.70",#N/A,"137,295.60"
7/20/1979,298.8,180.5,"64,874.20",#N/A,"137,825.40"
7/23/1979,304.9,183.3,"65,495.30",#N/A,"138,444.30"
7/24/1979,305.3,183.3,"65,716.20",#N/A,"138,354.00"
7/25/1979,303.4,182.7,"65,194.30",#N/A,"136,980.30"
7/26/1979,305.2,183.9,"65,100.50",#N/A,"136,510.00"
7/27/1979,305.8,184.6,"65,782.60",#N/A,"138,632.60"
7/30/1979,301.4,182.4,"66,160.20",#N/A,"138,179.80"
7/31/1979,296.5,179.7,"63,972.90",#N/A,"145,048.80"
8/1/1979,290.1,175.6,"62,918.90",#N/A,"141,568.90"
8/2/1979,291.5,176.3,"63,431.70",#N/A,"142,649.90"
8/3/1979,286.5,173.6,"62,575.10",#N/A,"140,366.30"
8/6/1979,282.7,171.1,"62,104.30",#N/A,"141,538.70"
8/7/1979,285.1,172.7,"61,136.20",#N/A,"140,638.50"
8/8/1979,289,175,"62,137.00",#N/A,"143,089.70"
8/9/1979,297.1,179.4,"63,273.30",#N/A,"144,575.70"
8/10/1979,303.8,183.5,"65,453.40",#N/A,"148,864.20"
8/13/1979,298.8,180.6,"65,892.90",#N/A,"150,173.00"
8/14/1979,292,176.8,"63,535.90",#N/A,"144,950.80"
8/15/1979,301.9,182.8,"65,116.20",#N/A,"148,479.50"
8/16/1979,297.9,180.3,"64,350.70",#N/A,"147,342.50"
8/17/1979,300.6,182,"64,911.40",#N/A,"148,703.40"
8/20/1979,298.8,180.9,"65,015.90",#N/A,"148,634.40"
8/21/1979,300.5,182,"65,064.10",#N/A,"149,207.90"
8/22/1979,311,188.2,"68,363.00",#N/A,"155,040.80"
8/23/1979,310.1,187.5,"67,814.10",#N/A,"153,679.30"
8/24/1979,314.8,190.3,"69,005.80",#N/A,"155,581.40"
8/27/1979,314.8,190.3,"69,005.80",#N/A,"155,581.40"
8/28/1979,316.8,191.7,"69,720.10",#N/A,"155,211.20"
8/29/1979,315.2,190.7,"69,669.40",#N/A,"153,857.60"
8/30/1979,319.2,193.3,"70,216.90",#N/A,"156,632.90"
8/31/1979,315.1,190.4,"69,957.50",#N/A,"153,643.90"
9/3/1979,322.9,195.2,"70,663.60",#N/A,"154,726.90"
9/4/1979,325,196.3,"71,652.30",#N/A,"157,684.20"
9/5/1979,329,198.6,"72,842.20",#N/A,"159,818.40"
9/6/1979,335.5,201.8,"75,211.00",#N/A,"165,182.10"
9/7/1979,329.2,197.7,"73,062.70",#N/A,"160,302.20"
9/10/1979,336.3,201.8,"74,343.60",#N/A,"163,194.60"
9/11/1979,339.5,204.1,"75,034.60",#N/A,"164,628.50"
9/12/1979,337.1,202.6,"74,928.00",#N/A,"165,226.60"
9/13/1979,333,200.5,"74,863.20",#N/A,"165,502.50"
9/14/1979,345.8,208.3,"77,158.80",#N/A,"173,661.30"
9/17/1979,351.8,211.6,"78,404.30",#N/A,"177,565.10"
9/18/1979,375.8,226,"83,085.70",#N/A,"187,777.00"
9/19/1979,369,221.7,"84,013.10",#N/A,"190,862.80"
9/20/1979,380,225.5,"82,666.80",#N/A,"189,185.10"
9/21/1979,369,218.7,"82,970.40",#N/A,"187,808.50"
9/24/1979,380.4,225.8,"84,025.40",#N/A,"190,394.50"
9/25/1979,376.7,223.7,"83,744.30",#N/A,"189,757.50"
9/26/1979,373.8,221.4,"81,538.70",#N/A,"184,567.90"
9/27/1979,395.5,232.7,"86,286.80",#N/A,"190,950.90"
9/28/1979,397.3,233.2,"89,088.50",#N/A,"191,720.60"
10/1/1979,414.8,243.3,"89,971.80",#N/A,"193,719.40"
10/2/1979,426,251.7,"98,479.70",#N/A,"212,145.20"
10/3/1979,402,238,"93,915.80",#N/A,"203,862.10"
10/4/1979,384,227.8,"88,097.60",#N/A,"191,819.70"
10/5/1979,385,228.5,"82,378.00",#N/A,"179,182.80"
10/8/1979,372,224.1,"85,050.00",#N/A,"187,099.00"
10/9/1979,385.8,233,"85,177.10",#N/A,"186,031.90"
10/10/1979,413,247.5,"92,305.80",#N/A,"200,571.90"
10/11/1979,401.5,241.1,"90,552.20",#N/A,"196,560.60"
10/12/1979,395,237.4,"88,219.70",#N/A,"190,913.20"
10/15/1979,402.9,242.7,"92,023.70",#N/A,"197,737.10"
10/16/1979,394.3,238,"92,475.90",#N/A,"196,918.70"
10/17/1979,386,233.3,"90,520.30",#N/A,"191,603.60"
10/18/1979,380.5,229.4,"88,734.10",#N/A,"188,761.90"
10/19/1979,393,236.9,"89,644.50",#N/A,"191,849.70"
10/22/1979,392,236.9,"92,412.10",#N/A,"195,705.40"
10/23/1979,385,233.4,"91,351.00",#N/A,"195,109.30"
10/24/1979,395,239,"91,215.10",#N/A,"195,999.80"
10/25/1979,391.8,236.8,"91,551.50",#N/A,"196,921.50"
10/26/1979,375,227.1,"87,847.50",#N/A,"189,529.20"
10/29/1979,374,227.1,"88,354.10",#N/A,"190,044.10"
10/30/1979,377.6,229.1,"89,523.80",#N/A,"193,342.00"
10/31/1979,382,231.5,"90,261.10",#N/A,"183,783.90"
11/1/1979,378.5,229.1,"90,343.70",#N/A,"184,138.50"
11/2/1979,372.8,224.9,"87,451.50",#N/A,"181,370.80"
11/5/1979,381,229.5,"89,567.30",#N/A,"183,580.00"
11/6/1979,384.3,232.4,"91,293.80",#N/A,"185,604.50"
11/7/1979,395,237.7,"94,304.40",#N/A,"187,273.10"
11/8/1979,389.5,235.3,"94,877.80",#N/A,"189,159.30"
11/9/1979,389.5,235.2,"94,910.30",#N/A,"187,181.50"
11/12/1979,393.3,238,"97,156.10",#N/A,"187,111.90"
11/13/1979,387.2,234.1,"95,666.80",#N/A,"184,775.00"
11/14/1979,390,234.6,"94,744.90",#N/A,"185,039.50"
11/15/1979,386,232.2,"95,632.20",#N/A,"181,652.90"
11/16/1979,390.4,234.2,"95,287.00",#N/A,"179,976.40"
11/19/1979,389.9,232.5,"95,623.40",#N/A,"179,599.00"
11/20/1979,387.8,231.5,"95,814.70",#N/A,"180,295.30"
11/21/1979,396.2,235.6,"98,469.90",#N/A,"183,402.80"
11/22/1979,393.2,234.3,"98,227.80",#N/A,"182,528.90"
11/23/1979,392,233.8,"97,141.70",#N/A,"181,264.90"
11/26/1979,395.3,235,"98,613.60",#N/A,"182,654.60"
11/27/1979,393.8,233.9,"98,172.40",#N/A,"183,018.20"
11/28/1979,411.2,244.1,"100,859.30",#N/A,"187,159.30"
11/29/1979,411.7,243.8,"102,304.20",#N/A,"189,228.90"
11/30/1979,415.7,244.9,"104,134.10",#N/A,"201,557.70"
12/3/1979,428.8,250.2,"106,564.90",#N/A,"205,514.00"
12/4/1979,431.2,253.4,"107,709.60",#N/A,"210,588.00"
12/5/1979,426.4,252.6,"104,888.50",#N/A,"208,330.50"
12/6/1979,433.8,256.4,"105,700.00",#N/A,"210,730.10"
12/7/1979,430.4,255.9,"103,067.20",#N/A,"210,415.80"
12/10/1979,431.2,256.1,"100,364.80",#N/A,"211,397.10"
12/11/1979,445.5,262.9,"103,219.20",#N/A,"214,854.00"
12/12/1979,446.3,263,"106,939.70",#N/A,"217,903.00"
12/13/1979,458.8,270.2,"110,462.50",#N/A,"221,054.30"
12/14/1979,456.8,269.8,"111,349.70",#N/A,"221,993.70"
12/17/1979,469.5,277,"109,990.90",#N/A,"222,626.10"
12/18/1979,477.8,281.2,"113,394.50",#N/A,"228,861.30"
12/19/1979,488.5,287.2,"117,982.00",#N/A,"238,120.00"
12/20/1979,471.5,277.6,"112,844.10",#N/A,"230,597.30"
12/21/1979,473.1,278.6,"113,275.70",#N/A,"229,165.60"
12/24/1979,473.1,277.4,"113,219.00",#N/A,"228,724.20"
12/25/1979,473.1,277.4,"113,219.00",#N/A,"228,724.20"
12/26/1979,473.1,277.4,"113,219.00",#N/A,"228,724.20"
12/27/1979,473.1,275.9,"121,724.60",#N/A,"241,319.50"
12/28/1979,512,299,"123,650.70",#N/A,"244,909.50"
12/31/1979,512,299.1,"125,630.30",#N/A,"253,615.90"
1/1/1980,512,299.1,"125,630.30",#N/A,"253,615.90"
1/2/1980,559.5,325.3,"133,142.80",#N/A,"267,900.90"
1/3/1980,634,368.7,"150,523.20",#N/A,"303,156.50"
1/4/1980,588,342.6,"139,976.90",#N/A,"286,207.80"
1/7/1980,633.5,368.2,"146,612.50",#N/A,"300,920.80"
1/8/1980,610,355.2,"144,534.50",#N/A,"292,465.50"
1/9/1980,607.2,353.2,"140,712.20",#N/A,"284,062.50"
1/10/1980,602.9,351.3,"143,335.50",#N/A,"289,222.40"
1/11/1980,623,363.7,"144,022.20",#N/A,"290,335.40"
1/14/1980,660,385,"152,960.90",#N/A,"305,773.50"
1/15/1980,684,400.4,"163,350.70",#N/A,"321,754.20"
1/16/1980,760,444.1,"182,227.20",#N/A,"362,423.50"
1/17/1980,750,438.5,"174,614.60",#N/A,"343,625.80"
1/18/1980,835,488,"197,571.00",#N/A,"388,091.20"
1/21/1980,850,497.9,"203,368.40",#N/A,"396,578.90"
1/22/1980,737.5,433.1,"182,912.20",#N/A,"360,284.70"
1/23/1980,695,407.4,"154,157.60",#N/A,"306,455.30"
1/24/1980,717,420.8,"170,461.30",#N/A,"335,759.90"
1/25/1980,668,392.4,"165,544.60",#N/A,"328,181.10"
1/28/1980,624,367.7,"151,060.70",#N/A,"300,576.90"
1/29/1980,674.3,397,"161,914.90",#N/A,"322,772.10"
1/30/1980,691,406.3,"168,187.90",#N/A,"333,729.10"
1/31/1980,653,385,"159,889.70",#N/A,"387,525.20"
2/1/1980,676.5,398.9,"162,339.90",#N/A,"390,583.90"
2/4/1980,669.8,394.5,"161,421.20",#N/A,"386,604.80"
2/5/1980,682,401.6,"158,624.50",#N/A,"379,561.10"
2/6/1980,709,416,"167,040.10",#N/A,"395,737.30"
2/7/1980,699.3,411,"169,113.20",#N/A,"402,461.50"
2/8/1980,692,407.2,"166,396.40",#N/A,"393,857.30"
2/11/1980,710.5,416.9,"172,540.40",#N/A,"407,666.20"
2/12/1980,694.5,408.2,"170,027.70",#N/A,"402,815.20"
2/13/1980,696.8,408.2,"168,263.80",#N/A,"396,138.20"
2/14/1980,682,399.8,"167,463.90",#N/A,"391,103.80"
2/15/1980,667,391.9,"163,960.40",#N/A,"386,352.60"
2/18/1980,661.5,389,"162,932.80",#N/A,"380,859.90"
2/19/1980,652.3,385.1,"162,367.10",#N/A,"382,941.30"
2/20/1980,606,357.6,"153,816.80",#N/A,"361,902.60"
2/21/1980,665,392.3,"158,940.80",#N/A,"372,961.30"
2/22/1980,630,373.4,"159,073.90",#N/A,"372,942.10"
2/25/1980,616.5,366.2,"155,220.80",#N/A,"362,299.80"
2/26/1980,642.3,381.8,"157,881.50",#N/A,"369,163.10"
2/27/1980,636,377.8,"156,184.60",#N/A,"362,944.90"
2/28/1980,646,383.8,"158,453.00",#N/A,"368,540.80"
2/29/1980,637,381.5,"161,056.00",#N/A,"371,647.90"
3/3/1980,633.8,380.8,"157,829.40",#N/A,"375,020.30"
3/4/1980,631.3,380.2,"155,964.80",#N/A,"373,616.30"
3/5/1980,643.5,387.8,"158,456.90",#N/A,"377,871.70"
3/6/1980,626,378.6,"157,449.70",#N/A,"374,792.80"
3/7/1980,609,368.7,"149,300.30",#N/A,"356,680.40"
3/10/1980,585,356,"149,108.20",#N/A,"358,492.40"
3/11/1980,570.3,347.6,"140,653.20",#N/A,"337,243.20"
3/12/1980,585.7,356.2,"144,158.70",#N/A,"344,085.70"
3/13/1980,556.5,340.7,"142,477.00",#N/A,"340,996.70"
3/14/1980,523,322.6,"125,192.70",#N/A,"299,629.30"
3/17/1980,484,304.9,"119,725.50",#N/A,"289,961.90"
3/18/1980,481.5,303.6,"117,852.00",#N/A,"285,162.80"
3/19/1980,527,331.6,"127,738.30",#N/A,"309,368.10"
3/20/1980,561,351.6,"139,356.80",#N/A,"336,888.70"
3/21/1980,525,331,"133,167.00",#N/A,"324,002.10"
3/24/1980,558.3,353.8,"135,533.00",#N/A,"328,849.30"
3/25/1980,547.3,348,"136,687.00",#N/A,"330,434.60"
3/26/1980,507.5,322,"130,772.00",#N/A,"315,557.30"
3/27/1980,485.3,311.6,"121,528.00",#N/A,"294,868.40"
3/28/1980,490,315.8,"122,274.70",#N/A,"297,500.50"
3/31/1980,494.5,321.6,"125,800.00",#N/A,"294,925.40"
4/1/1980,509.5,335.2,"131,003.60",#N/A,"304,870.50"
4/2/1980,500.5,326.9,"125,713.30",#N/A,"293,096.80"
4/3/1980,485.8,318,"126,416.90",#N/A,"291,257.10"
4/4/1980,485.8,318,"126,416.90",#N/A,"291,257.10"
4/7/1980,485.8,318,"126,416.90",#N/A,"291,257.10"
4/8/1980,528,343.7,"134,324.70",#N/A,"303,413.60"
4/9/1980,554,352.1,"138,632.00",#N/A,"318,243.80"
4/10/1980,526,333.4,"135,307.20",#N/A,"313,162.00"
4/11/1980,530.5,335.4,"134,605.40",#N/A,"307,331.60"
4/14/1980,529.8,334,"133,915.50",#N/A,"306,861.10"
4/15/1980,497.5,317.8,"125,263.80",#N/A,"287,555.70"
4/16/1980,520,327.6,"128,027.80",#N/A,"293,635.10"
4/17/1980,513,321.7,"127,300.10",#N/A,"291,702.40"
4/18/1980,515.6,323.5,"127,464.10",#N/A,"292,342.20"
4/21/1980,506,316.6,"127,982.30",#N/A,"290,640.10"
4/22/1980,502.4,315.6,"123,652.70",#N/A,"280,306.00"
4/23/1980,506.5,313,"124,073.80",#N/A,"283,796.70"
4/24/1980,515.7,317.8,"125,400.90",#N/A,"287,870.50"
4/25/1980,551.5,339,"135,211.00",#N/A,"307,606.80"
4/28/1980,524.3,320.3,"129,141.80",#N/A,"297,265.10"
4/29/1980,513.8,314.2,"122,713.20",#N/A,"286,629.20"
4/30/1980,518,317.3,"124,139.10",#N/A,"306,587.70"
5/1/1980,490,300.1,"121,972.00",#N/A,"299,571.30"
5/2/1980,512.5,316.7,"122,553.80",#N/A,"301,555.60"
5/5/1980,512.5,316.7,"122,553.80",#N/A,"301,555.60"
5/6/1980,512.5,312.4,"119,955.70",#N/A,"302,702.20"
5/7/1980,510,310.2,"118,039.80",#N/A,"297,586.10"
5/8/1980,515.8,314.8,"119,896.30",#N/A,"299,716.80"
5/9/1980,508.3,312.7,"118,309.90",#N/A,"300,253.70"
5/12/1980,513.3,313.4,"115,682.00",#N/A,"298,411.20"
5/13/1980,512,312.5,"115,744.70",#N/A,"298,572.80"
5/14/1980,525,320.1,"118,041.70",#N/A,"302,160.50"
5/15/1980,517,314.9,"117,466.10",#N/A,"299,251.00"
5/16/1980,516.5,315.6,"118,404.80",#N/A,"301,354.60"
5/19/1980,513.8,314.6,"117,862.80",#N/A,"300,836.40"
5/20/1980,507.8,311.1,"115,489.40",#N/A,"296,766.40"
5/21/1980,513.5,312.2,"114,978.90",#N/A,"292,635.30"
5/22/1980,501,304.4,"113,637.30",#N/A,"290,607.30"
5/23/1980,511.3,309.1,"112,876.10",#N/A,"290,330.80"
5/26/1980,511.3,309.1,"112,876.10",#N/A,"290,330.80"
5/27/1980,514.8,308.5,"112,688.00",#N/A,"289,289.10"
5/28/1980,526.5,316.7,"117,061.60",#N/A,"296,239.90"
5/29/1980,519.6,313.2,"116,567.30",#N/A,"296,112.90"
5/30/1980,535.5,323.1,"118,403.70",#N/A,"316,820.60"
6/2/1980,561.5,339.1,"125,847.10",#N/A,"336,737.40"
6/3/1980,552.5,333.8,"123,342.60",#N/A,"336,475.60"
6/4/1980,571.5,344.4,"125,695.10",#N/A,"341,892.70"
6/5/1980,581.8,350.6,"127,975.00",#N/A,"348,772.50"
6/6/1980,597,358.2,"130,788.60",#N/A,"357,136.60"
6/9/1980,623.8,373.9,"135,856.00",#N/A,"373,160.50"
6/10/1980,604,362.2,"130,892.80",#N/A,"363,455.20"
6/11/1980,596,358.1,"129,475.40",#N/A,"356,334.50"
6/12/1980,590,354.4,"127,579.00",#N/A,"351,808.00"
6/13/1980,608.4,364,"131,880.70",#N/A,"363,670.30"
6/16/1980,595,357.4,"129,344.10",#N/A,"357,733.80"
6/17/1980,591.8,356.3,"127,674.50",#N/A,"354,518.60"
6/18/1980,602.5,362.2,"130,739.80",#N/A,"361,058.10"
6/19/1980,599,360.4,"129,368.30",#N/A,"357,977.70"
6/20/1980,602.9,362.8,"131,053.80",#N/A,"361,389.90"
6/23/1980,596.5,358.5,"128,768.70",#N/A,"355,790.40"
6/24/1980,603,363,"129,900.80",#N/A,"358,918.60"
6/25/1980,622.5,374.6,"135,572.40",#N/A,"372,564.30"
6/26/1980,624.5,375.7,"135,432.10",#N/A,"371,630.80"
6/27/1980,637.5,383.6,"137,358.80",#N/A,"376,179.50"
6/30/1980,653.5,392.7,"145,558.90",#N/A,"399,487.40"
7/1/1980,660,396.8,"143,974.20",#N/A,"394,947.80"
7/2/1980,661.5,397.9,"146,799.70",#N/A,"405,044.30"
7/3/1980,663.5,398.8,"145,779.60",#N/A,"402,229.60"
7/4/1980,666.5,399,"146,398.30",#N/A,"402,763.60"
7/7/1980,667.5,397.5,"145,015.00",#N/A,"397,036.40"
7/8/1980,687.5,408.8,"150,884.40",#N/A,"412,311.70"
7/9/1980,671,399.4,"148,000.10",#N/A,"405,991.40"
7/10/1980,656.5,390.6,"144,309.60",#N/A,"397,787.60"
7/11/1980,667,397.1,"144,390.90",#N/A,"396,473.30"
7/14/1980,650,387.2,"141,627.40",#N/A,"388,135.30"
7/15/1980,619.5,370.3,"135,910.90",#N/A,"371,859.40"
7/16/1980,624.8,372.9,"136,679.40",#N/A,"374,034.00"
7/17/1980,627.3,373,"137,765.30",#N/A,"376,100.30"
7/18/1980,606,362,"134,356.80",#N/A,"365,041.80"
7/21/1980,617.5,368.1,"136,397.60",#N/A,"370,586.60"
7/22/1980,613,364.4,"135,142.00",#N/A,"363,870.50"
